City,Country,Date,Temperature,Latitude,Longitude,Humidity,Cloudiness,Wind Speed
kieta,PG,1627340013,83.68,-6.2167,155.6333,73,36,3.76
ribeira grande,PT,1627340013,70.95,38.5167,-28.7,89,14,13.06
auki,SB,1627340013,82.51,-8.7676,160.7034,71,91,5.28
vasai,IN,1627340013,82.49,19.47,72.8,85,100,17.96
camalu,MX,1627340014,74.43,30.85,-116.0667,68,26,9.69
kristiansund,NO,1627340014,68.65,63.1115,7.732,73,43,5.75
dwarka,IN,1627340014,82.36,22.2394,68.9678,84,100,20.94
pinega,RU,1627340014,50.09,64.7001,43.3936,75,90,9.78
iquique,CL,1627340015,60.84,-20.2208,-70.1431,80,13,5.95
kabare,CD,1627340015,59.83,-2.4683,28.8242,89,99,1.72
kodiak,US,1627340015,56.79,57.79,-152.4072,75,28,6.64
male,MV,1627339806,82.35,4.1748,73.5089,83,75,11.5
penzance,GB,1627340016,63.61,50.1186,-5.5371,88,100,13.44
cabo san lucas,MX,1627340016,95.81,22.8909,-109.9124,68,3,6.67
bambanglipuro,ID,1627340016,70.93,-7.95,110.2833,91,12,4.32
porosozero,RU,1627340017,56.48,62.7191,32.727,95,69,2.66
larnaca,CY,1627340017,84.9,34.9167,33.6292,43,0,11.01
moundou,TD,1627340017,72.19,8.5667,16.0833,94,97,3.18
lata,PT,1627340017,63.81,40.1629,-8.3327,98,3,2.73
bodmin,GB,1627340018,64.44,50.4715,-4.7243,94,75,8.05
bagdarin,RU,1627340018,61.12,54.4333,113.6,73,64,3.06
santiago del estero,AR,1627339866,57.81,-27.7951,-64.2615,34,0,10.92
altamont,US,1627340018,93.88,42.2068,-121.7372,25,100,1.01
tambun,ID,1627340019,77.49,-6.2641,107.0712,100,40,3.44
belyy yar,RU,1627340019,66.09,53.6039,91.3903,88,0,4.47
ust-koksa,RU,1627340019,57.11,50.2696,85.6108,90,86,3.58
vestmannaeyjar,IS,1627340019,50.95,63.4427,-20.2734,82,100,13.11
pangnirtung,CA,1627340020,46.4,66.1451,-65.7125,100,75,8.05
chapais,CA,1627340020,58.78,49.7834,-74.8492,91,93,9.73
sinnamary,GF,1627340020,78.73,5.3833,-52.95,84,38,7.49
rudolstadt,DE,1627340021,67.23,50.7167,11.3333,89,61,5.12
angoche,MZ,1627340021,66.94,-16.2325,39.9086,85,46,10.04
zabol,AF,1627340021,79.41,32.25,67.25,16,100,6.49
bima,ID,1627340021,70.92,-8.4667,118.7167,89,38,4.18
avera,US,1627340022,96.91,33.194,-82.5271,49,11,5.75
kahului,US,1627340022,87.06,20.8947,-156.47,75,40,26.46
longyearbyen,SJ,1627339979,43.66,78.2186,15.6401,83,100,1.01
touros,BR,1627340022,77.9,-5.1989,-35.4608,83,2,11.14
georgetown,MY,1627340023,82.89,5.4112,100.3354,88,20,3.0
hermanus,ZA,1627339924,56.84,-34.4187,19.2345,61,28,6.53
mariinskiy posad,RU,1627340023,63.54,56.115,47.718,60,47,8.43
sembe,CG,1627340024,71.22,1.6481,14.5806,84,100,2.77
havre-saint-pierre,CA,1627340025,66.56,50.2334,-63.5986,88,75,4.61
funchal,PT,1627340025,74.03,32.6333,-16.9,85,75,8.01
zabid,YE,1627340025,86.4,14.1951,43.3152,66,100,4.61
clyde river,CA,1627340026,37.63,70.4692,-68.5914,100,90,11.5
san patricio,US,1627340026,95.72,28.017,-97.5169,42,5,11.88
altay,CN,1627340026,65.3,47.8667,88.1167,53,6,4.74
faanui,PF,1627339989,79.16,-16.4833,-151.75,73,63,12.28
carnarvon,AU,1627339931,68.07,-24.8667,113.6333,78,90,14.97
souillac,MU,1627340026,68.38,-20.5167,57.5167,94,75,11.5
saint anthony,US,1627340027,89.44,45.0205,-93.218,20,43,11.45
outjo,NA,1627340027,52.66,-20.1167,16.15,35,0,9.26
westport,US,1627340017,88.05,41.1415,-73.3579,55,40,1.99
providencia,MX,1627340027,104.61,28.7167,-111.5833,45,0,15.99
kayes,ML,1627340028,80.96,14.0,-11.0,76,67,7.63
mana,GF,1627340028,78.39,5.6592,-53.7767,84,31,6.53
celestun,MX,1627340028,85.71,20.8667,-90.4,67,12,9.66
shahdol,IN,1627340029,76.46,23.2833,81.35,85,99,12.06
waingapu,ID,1627340029,73.81,-9.6567,120.2641,82,60,4.56
johvi,EE,1627340029,64.53,59.3592,27.4211,68,5,6.08
leningradskiy,RU,1627340029,41.95,69.3833,178.4167,79,63,7.27
lakatoro,VU,1627340030,79.43,-16.0999,167.4164,78,85,14.0
kollo,NE,1627340030,82.83,13.3043,2.339,65,96,13.44
rocha,UY,1627339949,46.22,-34.4833,-54.3333,85,11,7.85
tarauaca,BR,1627340030,81.03,-8.1614,-70.7656,62,94,2.21
carupano,VE,1627340031,78.69,10.6678,-63.2585,87,20,9.55
luderitz,NA,1627340031,63.5,-26.6481,15.1594,53,0,4.16
aljezur,PT,1627340031,63.09,37.3191,-8.8033,90,0,11.79
bethel,US,1627340032,86.36,41.3712,-73.414,69,47,4.23
port lincoln,AU,1627340032,56.48,-34.7333,135.8667,49,37,24.76
andilamena,MG,1627340032,53.83,-17.0167,48.5833,91,59,7.83
omboue,GA,1627340032,72.03,-1.5746,9.2618,83,69,6.64
ligayan,PH,1627339911,84.67,4.6533,119.4706,77,78,15.88
alice springs,AU,1627339878,65.75,-23.7,133.8833,19,52,19.57
itarema,BR,1627339980,79.23,-2.9248,-39.9167,80,21,18.92
sabha,LY,1627340033,83.53,27.0377,14.4283,24,0,13.89
waddan,LY,1627340033,78.8,29.1614,16.139,37,0,16.96
norden,DE,1627340034,67.96,53.6,7.2,93,31,8.84
alexandria,EG,1627339871,76.96,31.2156,29.9553,78,0,5.75
domvraina,GR,1627340034,82.8,38.25,22.9833,36,0,7.63
pisco,PE,1627340034,68.05,-13.7,-76.2167,73,0,18.41
vila velha,BR,1627339744,73.35,-20.3297,-40.2925,83,40,6.91
quatre cocos,MU,1627340035,68.11,-20.2078,57.7625,80,66,15.03
salalah,OM,1627340035,77.25,17.0151,54.0924,88,95,11.83
sistranda,NO,1627340035,69.76,63.7256,8.834,71,60,8.3
atambua,ID,1627339756,70.88,-9.1061,124.8925,77,36,3.29
ust-maya,RU,1627340035,72.59,60.4167,134.5333,65,5,6.24
raton,US,1627340036,81.05,36.9034,-104.4391,45,72,9.1
labuhan,ID,1627340000,71.85,-6.8844,112.2051,88,6,7.05
mayor pablo lagerenza,PY,1627340036,82.94,-19.9309,-60.7718,30,0,4.79
coracao de jesus,BR,1627340036,72.32,-16.6853,-44.365,47,4,6.49
aksu,CN,1627340037,83.08,41.1231,80.2644,23,0,3.96
belmonte,BR,1627339932,70.3,-15.8631,-38.8828,85,5,5.46
bonavista,CA,1627340037,64.4,48.6499,-53.1147,80,17,14.07
miles city,US,1627340037,107.51,46.4083,-105.8406,8,64,8.63
pangkalanbuun,ID,1627340037,72.39,-2.6833,111.6167,94,6,1.63
dharchula,IN,1627340038,74.39,29.85,80.5333,97,96,0.43
gat,IL,1627339923,80.82,31.61,34.7642,82,0,5.1
young,UY,1627340038,52.23,-32.6833,-57.6333,66,0,7.83
mahebourg,MU,1627340038,68.29,-20.4081,57.7,94,75,11.5
bathurst,AU,1627340025,49.96,-33.4166,149.5806,76,34,1.01
charyshskoye,RU,1627340039,59.02,51.3978,83.5598,98,100,3.18
port hawkesbury,CA,1627340039,69.69,45.6169,-61.3485,97,90,1.01
perbaungan,ID,1627340039,75.31,3.5679,98.956,92,99,3.8
edea,CM,1627340039,74.98,3.8,10.1333,97,91,1.81
yorosso,ML,1627340040,78.67,12.3536,-4.7761,69,98,8.59
nabire,ID,1627340040,79.32,-3.3667,135.4833,77,88,1.54
verkhnetulomskiy,RU,1627340040,35.73,68.6073,31.7962,93,11,1.1
gogrial,SS,1627340041,69.15,8.5332,28.1004,98,73,2.68
san cristobal,VE,1627340004,77.18,7.7669,-72.225,97,93,3.89
sobolevo,RU,1627340041,64.44,54.4299,31.8996,72,90,6.35
phetchaburi,TH,1627340041,83.28,12.9667,99.5833,80,100,5.46
poso,ID,1627340042,77.11,-1.3959,120.7524,74,43,4.99
mar del plata,AR,1627339788,41.13,-38.0023,-57.5575,73,40,8.99
lulea,SE,1627340042,62.67,65.5842,22.1547,94,90,1.14
todos santos,MX,1627340042,95.31,23.45,-110.2167,81,4,5.57
vila do maio,CV,1627339958,77.79,15.1333,-23.2167,83,27,11.18
tuktoyaktuk,CA,1627339973,50.0,69.4541,-133.0374,71,90,5.75
kuching,MY,1627340043,75.42,1.55,110.3333,94,20,0.0
kudahuvadhoo,MV,1627340043,82.18,2.6708,72.8944,67,100,2.86
bengkulu,ID,1627339820,73.62,-3.8004,102.2655,76,3,4.79
bontang,ID,1627340043,77.56,0.1333,117.5,90,92,8.41
bowen,AU,1627340044,55.62,-20.0167,148.2333,69,32,9.6
majene,ID,1627340044,76.44,-3.5403,118.9707,83,52,9.53
tabuleiro do norte,BR,1627340044,79.59,-5.2467,-38.1306,65,82,6.71
atasu,KZ,1627340045,61.12,48.6814,71.6433,59,0,6.91
traverse city,US,1627340039,85.84,44.7631,-85.6206,49,0,8.59
hamilton,US,1627340016,88.41,39.1834,-84.5333,49,0,1.99
mountain home,US,1627339760,103.48,43.133,-115.6912,6,20,10.36
port hardy,CA,1627340045,62.78,50.6996,-127.4199,82,75,12.66
winnemucca,US,1627340045,97.11,40.973,-117.7357,23,90,23.02
prince rupert,CA,1627340006,56.89,54.3161,-130.3201,89,90,6.91
swan hill,AU,1627340046,50.95,-35.3378,143.5544,61,1,13.13
ntungamo,UG,1627340046,68.56,-0.8833,29.65,59,94,1.86
puerto escondido,MX,1627340046,85.01,15.85,-97.0667,70,95,4.07
stephenville,US,1627340046,98.94,32.2207,-98.2023,33,1,3.44
alofi,NU,1627340047,80.49,-19.0595,-169.9187,74,40,3.44
pallasovka,RU,1627340047,65.62,50.05,46.8833,47,0,8.59
chaman,PK,1627340047,84.67,30.9236,66.4512,12,41,6.13
wonthaggi,AU,1627340048,55.38,-38.6044,145.5913,67,63,17.6
lixourion,GR,1627340048,77.65,38.2019,20.4314,61,0,4.88
zelenoborskiy,RU,1627340048,47.88,66.845,32.3622,75,83,3.31
anchorage,US,1627339873,67.21,61.2181,-149.9003,66,1,1.01
longhua,CN,1627340048,81.45,23.6137,114.1919,91,93,1.41
fort payne,US,1627339819,84.31,34.4442,-85.7197,62,1,6.91
juneau,US,1627340017,66.85,58.3019,-134.4197,85,48,1.01
marfino,RU,1627340049,66.45,55.7028,37.3822,63,0,2.24
kastamonu,TR,1627340049,57.11,41.5,33.6667,93,10,4.61
artigas,UY,1627339876,55.42,-30.4,-56.4667,87,99,16.17
maarianhamina,AX,1627340049,60.66,60.0973,19.9348,94,0,2.3
xinmin,CN,1627340050,79.05,41.9908,122.8253,79,62,9.35
arlit,NE,1627340050,96.51,18.7369,7.3853,20,100,15.73
nicolas bravo,MX,1627340050,89.65,18.45,-88.9167,52,66,6.49
aklavik,CA,1627340051,62.6,68.2191,-135.0107,72,90,3.44
vilhena,BR,1627339924,84.42,-12.7406,-60.1458,42,0,3.44
sitka,US,1627340010,61.2,57.0531,-135.33,69,70,6.17
anshun,CN,1627340051,66.24,26.25,105.9333,89,14,2.19
hovd,MN,1627340051,64.17,48.0056,91.6419,58,18,2.33
saurimo,AO,1627340051,55.89,-9.6608,20.3916,34,90,5.59
saint-leu,RE,1627340052,65.23,-21.15,55.2833,74,39,9.64
fukue,JP,1627340052,79.38,32.6881,128.8419,78,0,1.16
rabat,MA,1627340017,71.01,33.9911,-6.8401,84,75,5.75
jijiga,ET,1627340053,59.97,9.35,42.8,73,97,9.37
victoria,HK,1627339799,88.32,22.2855,114.1577,86,94,1.01
norman wells,CA,1627340054,64.44,65.282,-126.8329,52,90,12.66
chumikan,RU,1627340054,69.08,54.7183,135.315,60,100,4.52
rusape,ZW,1627340055,40.44,-18.5278,32.1284,93,16,2.21
cocobeach,GA,1627340055,78.73,1.0002,9.5823,81,100,10.42
norsup,VU,1627340055,79.61,-16.0667,167.3833,78,82,14.16
shubarkuduk,KZ,1627340056,63.73,49.1447,56.4872,37,0,9.17
redmond,US,1627340056,88.34,47.674,-122.1215,47,0,1.99
portland,US,1627339497,93.09,45.5234,-122.6762,42,20,4.0
shuyskoye,RU,1627340056,55.0,59.3736,41.0305,97,51,4.09
poum,NC,1627340056,70.79,-20.2333,164.0167,69,100,8.97
lorengau,PG,1627340057,83.34,-2.0226,147.2712,75,80,3.42
ngunguru,NZ,1627340057,58.15,-35.6167,174.5,68,7,16.42
yurginskoye,RU,1627340057,54.37,56.8189,67.3921,69,95,5.75
goderich,CA,1627340058,82.04,43.7501,-81.7165,53,0,3.44
guerrero negro,MX,1627340058,77.31,27.9769,-114.0611,56,0,15.03
tatawin,TN,1627340058,78.46,32.9297,10.4518,52,0,2.93
langres,FR,1627340059,58.05,47.8333,5.3333,91,3,4.34
hayden,US,1627340059,95.56,47.766,-116.7866,20,1,10.36
reftinskiy,RU,1627340059,50.4,57.0901,61.6769,82,56,7.4
kargasok,RU,1627340059,51.37,59.0556,80.8572,95,100,14.45
sabang,ID,1627340060,83.16,5.8933,95.3214,78,81,18.9
donskoye,RU,1627340060,77.13,45.4552,41.9741,54,67,8.16
carroll,US,1627339766,87.12,39.5501,-77.0164,69,52,1.01
ovsyanka,RU,1627340060,67.17,55.9575,92.5519,94,71,3.2
paracatu,BR,1627340061,65.8,-17.2222,-46.8747,39,1,2.93
ithaca,US,1627340061,84.49,42.4406,-76.4966,55,20,3.44
tougue,GN,1627340061,68.2,11.4667,-11.6,95,81,0.13
klaksvik,FO,1627339964,54.52,62.2266,-6.589,99,100,7.31
broken hill,AU,1627340062,51.51,-31.95,141.4333,50,7,12.66
ushumun,RU,1627340062,67.91,52.7833,126.5333,81,65,6.67
safranbolu,TR,1627340062,62.44,41.2508,32.6942,90,11,1.66
luang prabang,LA,1627340062,73.58,19.8856,102.1347,100,99,1.23
pilar,BR,1627339973,73.33,-9.5972,-35.9567,94,8,3.31
south valley,US,1627339986,92.71,35.0101,-106.6781,28,40,0.0
ballina,AU,1627340063,55.78,-28.8667,153.5667,93,0,0.0
badah,PK,1627340063,94.15,27.3332,68.0135,52,48,11.59
erenhot,CN,1627340064,66.06,43.6475,111.9767,65,17,4.92
rive-de-gier,FR,1627340064,67.93,45.5307,4.6213,84,10,3.06
batticaloa,LK,1627340064,82.47,7.7102,81.6924,65,99,5.48
benguela,AO,1627340064,69.84,-12.5763,13.4055,85,64,1.19
semikarakorsk,RU,1627340065,77.81,47.5194,40.8112,33,40,17.16
calintaan,PH,1627340065,81.64,12.5667,120.9333,86,96,15.79
mayahi,NE,1627340065,75.42,13.9553,7.6712,76,100,11.77
nishihara,JP,1627339915,81.68,26.1842,127.7558,89,75,11.5
pacific grove,US,1627340018,92.28,36.6177,-121.9166,81,20,4.0
buala,SB,1627340066,81.27,-8.145,159.5921,81,67,8.34
nang rong,TH,1627340066,73.92,14.6377,102.7914,90,90,7.09
maldonado,UY,1627339928,51.19,-34.6667,-54.9167,91,5,7.14
karratha,AU,1627340004,67.73,-20.7377,116.8463,73,50,7.43
esperance,AU,1627340026,55.24,-33.8667,121.9,64,34,31.9
bosaso,SO,1627340067,86.54,11.2842,49.1816,42,77,20.04
geraldton,AU,1627340067,63.01,-28.7667,114.6,77,90,23.02
staunton,US,1627340067,87.85,38.1496,-79.0717,69,40,1.99
shelton,US,1627340067,87.15,41.3165,-73.0932,63,1,0.0
broome,US,1627340068,82.98,42.2506,-75.833,62,19,2.26
honningsvag,NO,1627340068,47.48,70.9821,25.9704,82,25,6.15
novikovo,RU,1627340068,64.56,51.1537,37.8879,55,14,3.85
paamiut,GL,1627340068,45.91,61.994,-49.6678,91,70,8.52
yumen,CN,1627340069,74.16,40.2833,97.2,23,18,9.57
robertsport,LR,1627340069,77.49,6.7533,-11.3686,82,94,15.3
talaya,RU,1627340069,54.1,61.3833,152.75,74,98,8.32
guymon,US,1627340070,93.15,36.6828,-101.4816,35,82,8.25
lincoln,US,1627340003,92.66,40.8,-96.667,41,1,3.0
oktyabrskiy,RU,1627340070,58.64,54.4815,53.471,56,79,5.53
high level,CA,1627340070,77.11,58.5169,-117.136,38,75,3.44
bonthe,SL,1627340071,76.8,7.5264,-12.505,86,80,9.31
azangaro,PE,1627340071,49.14,-14.9167,-70.2167,25,56,8.3
camden,US,1627339890,92.39,39.7835,-74.9663,49,54,6.06
beloha,MG,1627340071,61.5,-25.1667,45.05,67,60,11.74
mareeba,AU,1627340072,69.48,-17.0,145.4333,81,79,4.88
ancud,CL,1627340072,45.93,-41.8697,-73.8203,76,54,6.69
beringovskiy,RU,1627340072,53.74,63.05,179.3167,91,100,7.23
wewak,PG,1627340073,81.21,-3.5534,143.6268,85,65,8.25
jacareacanga,BR,1627340073,80.31,-6.2222,-57.7528,44,98,2.93
