City,Country,Date,Temperature,Latitude,Longitude,Humidity,Cloudiness,Wind Speed
kalmunai,US,1627325236,89.83,40.1578,-83.0752,41,1,4.0
kalmunai,AO,1627325151,73.4,-8.8368,13.2343,78,20,9.22
kalmunai,YE,1627325237,76.06,14.4,46.4667,70,100,5.57
kalmunai,RU,1627325237,48.63,64.3833,-173.3,97,100,3.02
kalmunai,CA,1627325221,72.23,52.1415,-122.1445,46,40,1.01
kalmunai,KZ,1627325237,58.6,54.9056,70.4439,53,100,8.72
kalmunai,BR,1627325238,96.35,-8.2578,-49.2647,21,87,4.65
kalmunai,IN,1627325238,81.7,21.1167,70.1167,86,100,14.41
kalmunai,ID,1627325239,68.11,-9.4467,124.4781,89,67,3.6
kalmunai,BR,1627325239,84.18,2.8197,-60.6733,74,40,3.44
kalmunai,IR,1627325231,84.42,34.5043,47.9653,18,45,4.12
kalmunai,BO,1627325239,93.18,-14.8333,-64.9,49,20,13.8
kalmunai,CD,1627325239,77.74,1.2391,23.616,66,99,2.75
kalmunai,NC,1627325240,57.15,-21.6924,165.677,73,100,6.06
kalmunai,US,1627325240,57.09,57.0531,-135.33,72,20,4.61
kalmunai,AO,1627325240,68.11,-15.1961,12.1522,81,0,4.52
kalmunai,RU,1627325241,49.3,68.5333,146.4167,55,88,10.76
kalmunai,IN,1627325241,84.69,27.8,79.8,79,100,4.25
kalmunai,CN,1627325242,74.44,34.3378,108.7026,78,0,4.47
kalmunai,GA,1627325242,76.96,-0.7193,8.7815,83,40,11.5
kalmunai,ES,1627325242,75.13,28.6585,-17.9182,82,20,17.27
kalmunai,MM,1627325242,76.48,14.0833,98.2,94,100,4.45
kalmunai,NA,1627325243,68.2,-26.6481,15.1594,40,0,6.67
kalmunai,GT,1627325243,91.94,14.3,-91.9167,68,82,6.38
kalmunai,CA,1627325243,59.11,49.7502,-77.6328,77,90,20.71
kalmunai,AR,1627325244,53.62,-38.0023,-57.5575,59,40,7.0
kalmunai,ML,1627325244,84.63,13.0349,-9.4895,62,100,4.38
kalmunai,NO,1627325244,79.68,64.8655,11.6047,75,24,8.03
kalmunai,CL,1627325142,53.33,-30.0319,-70.7081,29,0,5.99
kalmunai,JP,1627325245,68.76,31.9833,130.9833,97,3,2.13
kalmunai,BR,1627325245,81.18,-1.195,-46.02,79,91,7.43
kalmunai,IN,1627325245,76.01,23.1167,83.2,88,100,10.51
kalmunai,CL,1627325246,53.28,-36.7167,-73.1167,50,0,12.66
kalmunai,ID,1627325246,76.86,-8.19,114.9675,87,8,4.97
kalmunai,VU,1627325246,79.93,-13.8833,167.55,78,27,16.26
kalmunai,CA,1627325246,60.78,51.2585,-80.6094,63,1,6.91
kalmunai,EE,1627325247,66.94,59.4336,26.2614,63,10,5.97
kalmunai,MR,1627325247,103.86,20.5022,-10.0711,5,2,9.24
kalmunai,MX,1627325247,99.05,27.3667,-110.1667,32,24,5.82
kalmunai,AR,1627325248,53.28,-34.6177,-68.3301,39,0,8.84
kalmunai,RU,1627325248,66.69,55.9594,92.3619,96,27,3.51
kalmunai,US,1627324993,76.14,34.6391,-120.4579,76,75,10.36
kalmunai,GL,1627325248,46.65,72.7868,-56.1549,66,100,6.22
kalmunai,RU,1627325249,51.28,55.714,60.5528,82,55,5.82
kalmunai,NA,1627325249,69.85,-22.116,14.2845,69,0,7.23
kalmunai,RU,1627325249,63.3,60.3725,93.0408,68,13,4.88
kalmunai,LR,1627325250,76.77,4.375,-7.7169,75,86,11.79
kalmunai,BR,1627325052,81.88,-0.6136,-47.3561,74,56,11.74
kalmunai,RU,1627325250,65.55,62.0989,126.6992,70,41,4.97
kalmunai,PE,1627325079,65.14,-12.0432,-77.0282,82,90,10.36
kalmunai,RU,1627325250,65.28,53.5102,142.9671,99,100,5.39
kalmunai,JP,1627325251,76.87,28.3667,129.4833,87,100,13.09
kalmunai,RU,1627325251,68.41,54.4299,31.8996,66,72,4.16
kalmunai,NG,1627325251,76.08,4.9247,6.2642,71,99,7.02
kalmunai,RU,1627325252,63.81,59.4511,112.5578,73,5,4.0
kalmunai,RU,1627325252,60.04,58.9564,126.2925,79,68,2.35
kalmunai,IN,1627325252,78.49,21.0269,76.8389,81,100,13.8
kalmunai,CF,1627325253,71.4,10.2849,22.7882,96,100,5.01
kalmunai,CN,1627325253,81.25,18.8003,110.3967,89,88,5.7
kalmunai,PT,1627325254,70.56,39.05,-27.9833,85,40,11.23
kalmunai,PH,1627325254,82.45,20.4487,121.9702,90,99,27.18
kalmunai,TC,1627325254,82.8,21.4612,-71.1419,78,22,14.07
kalmunai,US,1627325255,95.0,29.8458,-90.1067,59,75,8.05
kalmunai,CA,1627325014,57.29,54.3161,-130.3201,94,90,4.61
kalmunai,KZ,1627325255,65.46,48.6814,71.6433,51,0,7.47
kalmunai,US,1627325255,91.58,40.7668,-72.8521,64,1,4.0
kalmunai,IN,1627325256,81.27,20.9,70.3667,85,100,13.2
kalmunai,AU,1627325225,44.38,-31.4333,152.9167,78,3,5.77
kalmunai,RO,1627325256,73.89,43.8,28.5833,60,0,2.62
kalmunai,RU,1627325256,69.39,46.4856,135.8833,92,100,3.22
kalmunai,RU,1627325257,63.28,67.4667,86.5833,85,100,7.14
kalmunai,PG,1627325257,78.6,-6.2167,155.6333,83,31,3.24
kalmunai,US,1627325257,65.03,60.5544,-151.2583,76,1,9.22
kalmunai,BR,1627325258,100.54,-9.1667,-60.6333,21,15,0.27
kalmunai,CA,1627325258,49.73,63.7506,-68.5145,87,75,5.99
kalmunai,LY,1627325259,84.33,31.4451,12.9801,25,0,17.45
kalmunai,RU,1627325259,46.17,68.0531,39.5131,87,100,23.55
kalmunai,US,1627325259,89.35,40.9329,-74.6593,54,19,3.0
kalmunai,MX,1627325170,73.83,30.4833,-115.95,67,64,10.94
kalmunai,NP,1627325260,74.17,28.2333,83.9833,90,100,2.46
kalmunai,GB,1627325260,71.11,52.4752,1.7516,79,100,7.99
kalmunai,KY,1627325260,87.87,19.3667,-81.4167,66,20,6.91
kalmunai,IN,1627325261,82.08,11.6667,92.75,85,100,20.51
kalmunai,BR,1627325261,86.32,-2.4489,-44.7825,54,79,3.94
kalmunai,RU,1627325261,55.92,60.7966,40.086,95,86,3.44
kalmunai,SA,1627325262,104.14,24.6877,46.7219,12,100,8.19
kalmunai,PR,1627325262,89.82,18.4313,-65.8802,75,40,17.27
kalmunai,ID,1627325263,77.36,-0.9492,100.3543,90,12,3.47
kalmunai,CA,1627324991,72.0,48.9413,-68.646,81,50,6.29
kalmunai,CA,1627325263,61.02,55.2999,-123.1698,72,75,9.22
kalmunai,NC,1627325263,68.31,-22.6667,167.4833,60,100,15.97
kalmunai,RU,1627325264,57.09,51.8462,109.9097,82,77,2.51
kalmunai,RU,1627325264,50.5,64.75,177.4833,93,40,17.0
kalmunai,BR,1627325065,86.76,-17.5694,-52.5511,15,0,8.14
kalmunai,CO,1627325264,86.09,10.9878,-74.9547,72,99,8.75
kalmunai,RU,1627325265,52.88,70.0167,135.6,95,100,8.63
kalmunai,SA,1627325265,89.2,25.0213,37.2685,46,0,8.86
kalmunai,IL,1627325265,83.08,31.61,34.7642,75,0,8.08
kalmunai,KI,1627325266,80.6,1.3292,172.9752,78,40,4.61
kalmunai,ML,1627325266,100.8,16.4145,-3.6708,28,100,5.17
kalmunai,MX,1627325266,79.41,27.9769,-114.0611,52,0,9.26
kalmunai,NO,1627325267,81.01,62.2028,5.5773,82,44,7.54
kalmunai,PA,1627325052,86.13,8.9936,-79.5197,78,40,10.36
kalmunai,RU,1627325267,72.46,65.8167,87.9833,55,72,12.57
kalmunai,PT,1627325268,71.02,33.0833,-16.3333,78,75,12.66
kalmunai,AU,1627325268,48.34,-26.5333,153.1,68,0,4.03
kalmunai,CA,1627325268,66.97,47.6666,-52.7314,75,75,9.22
kalmunai,MV,1627325269,82.35,3.7833,72.9667,69,70,4.29
kalmunai,SA,1627325269,92.05,17.4924,44.1277,27,76,8.79
kalmunai,TR,1627325269,60.13,39.6603,35.8836,83,7,2.53
kalmunai,SB,1627325270,78.64,-8.145,159.5921,84,46,7.56
kalmunai,US,1627325270,89.42,40.5982,-124.1573,86,1,8.05
kalmunai,RU,1627325270,64.35,47.1661,142.0661,79,36,3.58
kalmunai,BR,1627325271,82.2,-23.6678,-46.4614,28,0,8.9
kalmunai,RU,1627325271,71.65,49.0,132.4667,94,100,2.37
kalmunai,NO,1627325271,68.68,58.6147,5.6457,88,100,6.67
kalmunai,BR,1627325272,78.75,-20.3297,-40.2925,57,20,13.8
kalmunai,MG,1627325272,62.58,-25.1667,45.05,67,73,16.93
kalmunai,ID,1627325272,79.61,1.1667,108.9667,87,75,8.03
kalmunai,AU,1627325273,63.45,-12.0667,134.2667,92,91,7.07
kalmunai,PK,1627325273,89.71,31.3411,69.4481,40,79,4.07
kalmunai,PE,1627325273,90.7,-11.2522,-74.6386,34,10,2.19
kalmunai,RU,1627325274,50.05,64.4743,40.8524,71,40,4.47
kalmunai,LR,1627325274,72.43,6.0667,-8.1281,95,58,4.65
kalmunai,MX,1627325275,78.93,20.5333,-100.45,35,83,6.73
kalmunai,NG,1627325275,72.25,9.6989,10.2744,98,100,4.16
